id,type,text1,text2,text3,notes
kyeltziv_thap_pod,WEAPON,"The specialized missile is designed to disrupt hostile point defenses through a combination of an armored warhead and chaff released upon impact.

The Thap missile may be largely ineffective at causing significant damage to enemy vessels on its own, but it excels in creating openings in point defense coverage for more potent munitions.

An external pod mount allows for the rapid firing of two missiles in quick succession, while an internal ready rack enables additional sets of missiles to be stored and loaded as the autoloader cycles.",Suppression,,
kyeltziv_garaj,WEAPON,"The long-range missile serves as a versatile suppression system, capable of delivering its payload of submunitions even in the face of heavy point-defense fire.

The Garaj is a derivative of the Thap class of missile. While it is less specialized in suppressing point defenses, the sheer mass of the missile combined with its submunition payload allows it to inflict significant damage on lighter targets.

It features an internal ready rack, enabling an additional missile to be stored and loaded while waiting for the autoloader to cycle.",,,
kyeltziv_halke,WEAPON,"Medium-range, high-power guided missile rack. Highly destructive against unshielded targets.

Building on the principles behind the Harpoon's design, the Halke features an even heavier warhead. Unfortunately, the increased bulk means sacrifices had to be made in the quantity of missiles that can be loaded. The missile's warhead includes a secondary shaped-charge component, which ensures respectable performance against even the most heavily armored targets.",Finisher,,
kyeltziv_halke_pod,WEAPON,"Medium-range, high-power guided missile pod. Highly destructive against unshielded targets.

Building upon the principles behind the design of the Harpoon, the Halke features an even heavier warhead. Unfortunately, the increased bulk necessitates sacrifices in the quantity of missiles that can be loaded. The missile's warhead boasts a secondary shaped charge component, granting it commendable performance even against the most heavily armored targets.

The pod mounting allows for a pair of missiles to be fired simultaneously. Combined with an extended internal storage rack, this feature marks a significant upgrade over the smaller mounting.",Finisher,,
kyeltziv_halke_array,WEAPON,"Medium-range, high-power guided missile array. Highly destructive against unshielded targets.

Building on the principles behind the Harpoon design, the Halke features a significantly heavier warhead. While this increased bulk limits the quantity of missiles that can be loaded, the missile's warhead includes a secondary shaped charge component, enhancing its performance against heavily armored targets.

The array mount allows three missiles to be fired in a single salvo. Coupled with a magazine that stores enough missiles for eight salvos, this system poses a serious threat to even capital-grade targets.",Finisher,,
kyeltziv_bakot,WEAPON,"Medium-range kinetic strike missile rack: most effective against shielded targets and difficult to stop with point-defense systems.

This relatively simple missile features a heavyweight spike of dense metal with an engine mounted at the rear. Its resistance to point-defense weapons fire is due to the straightforward logic that it's essentially a solid chunk of dense metal.",Anti Shield,,
kyeltziv_bakot_pod,WEAPON,"Medium-range kinetic strike missile pod. Most effective against shielded targets, and difficult to intercept with point-defense (PD) systems.

This missile is relatively simple: a heavyweight spike of dense metal with an engine mounted at the rear. It is resistant to PD weapons fire by virtue of being a solid chunk of dense metal.

The pod's mounting allows for volleys of missiles to be fired rapidly. The threat of such impacts on shields proves highly effective at creating openings for anti-armor weaponry.",Anti Shield,,
kyeltziv_vedha,WEAPON,"The single launch tube for mid to long-range rockets with a suppressive Flux-Pulse warhead is largely ineffective against armor and modestly effective against shields, yet it delivers consistent pressure at range.

The Flux-Pulse warhead, the hallmark of the Vedha, is somewhat anemic in damage potential. However, its sheer volume of fire and the ability to inject a small spike of flux into the target's systems make it a valuable asset in a combined barrage.

Although possessing a guidance system comparable to some missiles, Vedha munitions are officially classified as rockets, much to the confusion of many captains.

Combat-reloadable clips of rockets give this weapons system sustained value in even the most protracted engagements.",Fire Support,,
kyeltziv_vedha_pod,WEAPON,"Pod of mid to long-range rockets with a suppressive Flux-Pulse warhead, largely ineffective against armor and only modestly effective against shields, but capable of delivering consistent pressure at range.

The Flux-Pulse warhead, a signature feature of the Vedha, is anemic in damage potential. However, the sheer volume of fire and the capability to induce a small spike of flux into the target's systems make it a valuable asset in a combined barrage.

Although Vedha munitions possess a guidance system comparable to that of some missiles, they are officially classified as rockets, much to the confusion of many captains.

Combat-reloadable clips of rockets grant this weapons system sustained value, even in the most protracted engagements.",Fire Support,,
kyeltziv_vedha_battery,WEAPON,"A large array of mid to long-range rockets equipped with suppressive Flux-Pulse warheads is largely ineffective against armor and only moderately effective against shields but delivers consistent pressure from a distance.

The Flux-Pulse warhead, a signature of the Vedha, is rather anemic in damage potential. However, the sheer volume of fire and its ability to deliver a small spike of flux into the target's systems make it a valuable asset in a combined barrage.

Despite possessing a guidance system comparable to some missiles, Vedha munitions are officially classified as rockets, much to the confusion of many captains.

Combat-reloadable clips of rockets provide this weapons system sustained value, even in the most protracted engagements.",Fire Support,,
kyeltziv_perennis_pod,WEAPON,"Short-range High Velocity Shock missile launcher. Primarily designed as an anti-fighter weapon, the Perennis is moderately effective against both shields and armor, although it lacks specialization in either area.",,,
kyeltziv_bellis_pod,WEAPON,"The system launches canister missiles which, upon nearing a target, deploy a burst of highly maneuverable, lightweight anti-fighter missiles. The carrying canister allows these light missiles to get close to their target before engaging their engines, significantly increasing their effective range.",,,
kyeltziv_avtomat_drumfire,WEAPON,"The Drumfire missile is launched carrying a Shock Avtomat and a small reserve of ammunition, providing effective shield pressure while remaining out of range of most common PD weaponry.

An advanced anti-shield missile, the initial design was proposed following rumors of the development of DEM-type missiles. Since then, it has entered service as a reliable, albeit expensive, anti-shield system.",,,
,,,,,
kyeltziv_tappi,WEAPON,"A lightweight, auto-tracking machine gun that is primarily practical for use as a point-defense weapon, as the small rounds lack performance against even the lightest ship armor.",Point Defense,,
kyeltziv_tappi_twin,WEAPON,"A twin-barreled mount of the Tappi Autogun, despite its doubled output, is still nearly useless against anything other than missiles and light strikecraft.",Point Defense,,
kyeltziv_niitti,WEAPON,"A derivative of the Tappi Autogun, this new model features high-velocity ammunition. It is marginally more effective against armor and, more importantly, offers an increased effective range.",,,
kyeltziv_niitti_twin,WEAPON,Twin Mount of the Niitti: a relatively passable small-scale point defense weapon.,,,
kyeltziv_piikki,WEAPON,"A miniature burst-fire point defense weapon, its remarkable range for such a small size is the primary redeeming feature of an otherwise unimpressive armament.",,,
kyeltziv_neula,WEAPON,A quick-detach mount weapon installed on the Salpa drone offers limited point defense coverage at a budget-friendly price.,,,
kyeltziv_galv_arquebus,WEAPON,The most lightweight instance of Galvanic weapons technology in standard operation.,Close Support,,
kyeltziv_nok_rack,WEAPON,A cost-effective and abundant array of semi-guided kinetic rockets.,Suppression,,
kyeltziv_galv_mortar,WEAPON,"An advanced long-range bombardment weapon system fires light ""shells"" that are essentially containment enclosures for energized plasma.

Galvanic weapons have sub-par projectile velocities but compensate for this by having projectiles that remain coherent and stable at very impressive ranges.",Close Support,,
kyeltziv_shock_falconet,WEAPON,"The fighter mount of the Shock Culverin has a lower kinetic impact, but the rounds still carry the same internal shock core.",Anti Shield,,
kyeltziv_buster_light,WEAPON,"The fighter mount of the Fusion Buster has a range and projectile payload that are notably lower, but for a fighter-grade weapon, it is highly potent against armor.",Anti Armor,,
kyeltziv_driver,WEAPON,"An integrated weapon system utilizes electromagnetic launch rails to accelerate a full-sized shock-core towards its target. The round is also equipped with an engine for course correction.

The shock-core endows the shell with impressive disruptive effects on impact, complementing the already significant kinetic energy of the round.

An armored nose cone is mounted to protect the core, offering effective defense against light point-defense fire. However, it is entirely possible for a round to be intercepted by a heavy point-defense screen.",Bombardment,,
kyeltziv_volley_driver,WEAPON,"An integrated twin-barreled, rapid-fire variant of the Shock-Driver fires a burst of four shells containing decently sized shock-cores. Despite being downsized, the shells still feature engines for terminal guidance.

The shock-core grants the shell significant disruptive effects on impact, which complement the kinetic impact of the round.

Individually, the shells are more vulnerable to PD fire compared to those from a fully-sized Shock-Driver, but firing four shots at once increases the chances of breaching a PD screen.",Bombardment,,
kyeltziv_vedha_fighter,WEAPON,"The Vedic pulse rockets feature a unique design inspired by the Vedha. These rockets sacrifice speed and maneuverability for a larger warhead, making them suitable for general strike missions. However, they are less effective against heavily armored targets.",Strike,,
kyeltziv_bellis_pack,WEAPON,"Extremely maneuverable, lightweight anti-fighter missiles. A full volley of these from a wing of interceptors poses a serious threat to all but the heaviest fighter units.",Anti Fighter,,
kyeltziv_perennis_pack,WEAPON,Short-range High-Velocity Shock missile launcher. It has lower burst damage capability than most other anti-fighter missiles but offers respectable sustained damage for a fighter-mounted system.,Anti Fighter,,
kyeltziv_thap_fighter,WEAPON,The lightweight fighter-mounted variant of the Thap missile lacks ready rack storage for multiple munitions but is focused instead on achieving a faster reload rate.,Suppression,,
kyeltziv_cutting_laser,WEAPON,"The utility laser is designed to assist in dismantling wrecked ships, making it more suitable for salvage work rather than combat, as it lacks the power to penetrate intact armor plating. However, it has been equipped with a targeting system to enable it to function as a point defense weapon in combat situations.",,,
kyeltziv_light_shock_driver,WEAPON,"An integrated weapon that employs electromagnetic launch rails to accelerate a sizeable shock-core towards the target, this round also features an engine for precise course correction.",,,
kyeltziv_ionRepeater,WEAPON,"A lightweight ion weapon features a respectable fire rate and the capability to operate as a point-defense system, but it lacks effective damage output.",,,
kyeltziv_shockMitrailleuse,WEAPON,"A cluster of light shock cannons with an advanced feed system allows for rapid bursts of fire. However, the compact nature of the weapon means it takes several seconds to load another burst.",,,
kyeltziv_shockMitrailleuseHeavy,WEAPON,"A cluster of light shock cannons features an advanced feed system, enabling rapid bursts of fire. However, the weapon's compact design unfortunately results in a delay of several seconds to reload for another burst.",,,
kyeltziv_graviton_sweeper_single,WEAPON,"A single Graviton Sweeper emitter has been downscaled to fit on a Corvette, enabling it to divert or immobilize most missiles and fighters.",,,
kyeltziv_bellis_pack_heavy,WEAPON,"Extremely maneuverable, lightweight anti-fighter missiles. This large pack mounting allows the Ophrys to efficiently eliminate targets disabled by its Graviton Sweeper.",,,
kyeltziv_shock_avtomat,WEAPON,A light and compact rapid-fire shock-core weapon features an integrated point defense targeting subsystem.,,,
kyeltziv_shockMitrailleuseLight,WEAPON,"A cluster of light shock cannons with an advanced feed system allows for rapid bursts of fire. This compact corvette mount, however, permits only a single burst of shells to be loaded at a time.",,,
kyeltziv_halke_single,WEAPON,"A single medium-range, high-power guided missile, highly destructive against unshielded targets.",,,
kyeltziv_mauste,WEAPON,"Long-range fire support missiles split into a spread of sub-warheads, which release small explosive sub-projectiles as they near their target. This enables the missiles to bypass short-range point defense systems. However, the dispersion of projectiles prevents precise damage concentration on smaller targets.",,,
kyeltziv_microStutter,WEAPON,"A single light carbon dioxide laser, installed on a rapid traverse mount, has limited output but integrates effectively into an overall point defense grid to help intercept incoming threats.",,,
kyeltziv_light_shock_driver_sym_l,WEAPON,"A Symmetrist redesign of the Short-Spool Shock-Driver features a more efficient, albeit slower, charging set of launch rails.",,,
kyeltziv_light_shock_driver_sym_r,WEAPON,"A Symmetrist redesign of the Short-Spool Shock-Driver features a more efficient, albeit slower-charging, set of launch rails.",,,
kyeltziv_fusionMitrailleuse,WEAPON,"A paired mount of light fusion busters features an extended magazine, allowing for prolonged bursts of fire. However, the larger magazine and compact mounting result in a slower reload rate compared to the standard for fusion busters.",,,
kyeltziv_pieni,WEAPON,"A short-burst, high-intensity laser with excellent performance against missiles and fighters. It lacks a reserve capacitor and only operates in single bursts, but maintains a steady rate of operation.",,,
kyeltziv_packet_light,WEAPON,"The Corvette mount variant of the Packet Cycler has reduced ammunition storage and loading capacity. Despite this, the specialized cyclic feed of the weapon enables it to deliver shots at a blistering rate of fire. However, the linked autoloader cannot maintain the same pace, resulting in a notably reduced fire rate over the long term.

The volatile plasma packets enclosed in this weapon's shells are specially designed to shear off chunks of armor plating upon penetrating detonation. This additional energy is directed outward from the impact point, rendering it ineffective against hulls or shields.",,,
kyeltziv_shock_tapanca,WEAPON,"A lightweight, compact shock-core weapon that's largely underpowered but features a redeeming integrated point-defense targeting subsystem.",,,
kyeltziv_driver_shrap,WEAPON,"A Shock Driver that has been modified to fire heavy shrapnel canisters rather than standard shock rounds is arguably a better fit for the Ruslan, considering the limited output of its flux core. The lower flux overhead required to operate this weapon enhances its compatibility. The sheer volume of projectiles it launches often entices enthusiastic gunnery crews to use it for intercepting inbound missiles, typically with somewhat favorable results.

It remains unclear whether the Pirates were unable to procure additional shock ammunition for the driver or if they simply found the lower flux draw of not having to charge the shots before firing to be more appealing. Either way, this modification makes it a highly threatening weapon against lighter targets.",,,
kyeltziv_med_swarmer_p,WEAPON,"This vessel's drone bay has been hacked to produce Swarmer SRMs, which are then fed directly to the attached launcher. Overall, this setup is highly effective against most smaller targets.",,,
kyeltziv_osteotome,WEAPON,"While the acceleration and launch mechanisms are impressive, what is truly noteworthy is the projectile. Through some novel applications of shape-memory alloys, it achieves a terminal impact effect comparable to a shaped charge, despite otherwise behaving like a standard kinetic impactor.",,,
kyeltziv_trocar,WEAPON,"Remote electromagnetic shock discharge coil. Disrupts the target upon activation, facilitating the identification and exploitation of vulnerabilities.",,,
kyeltziv_bistoury,WEAPON,"High-power, compact cutting beam emitter suitable for sample collection, field vivisection, and automated interception of detritus.",,,
,,,,,
kyeltziv_chaff_d,SHIP_SYSTEM,Launches bursts of chaff that distract guidance systems of incoming missiles and interfere with hostile PD weaponry.,Defensive,Launches chaff that distracts hostile point-defenses and missiles.,
kyeltziv_chaff_c,SHIP_SYSTEM,Launches a steady stream of chaff that distract guidance systems of incoming missiles and interfere with hostile PD weaponry.,Defensive,Launches chaff that distracts hostile point-defenses and missiles.,
kyeltziv_chaff_sing,SHIP_SYSTEM,Launches chaff that distract guidance systems of incoming missiles and interfere with hostile PD weaponry.,Defensive,Launches chaff that distracts hostile point-defenses and missiles.,
kyeltziv_siren_flares,SHIP_SYSTEM,"Launches flares that disrupt the guidance systems of incoming missiles and point-defense (PD) weapons. The flares also track missiles, and any missile impacting a flare will be destroyed.",Defensive,Launches flares to confuse the guidance systems of nearby enemy missiles. These flares are fast and actively track missiles.,
kyeltziv_siren_flares_single,SHIP_SYSTEM,"Launches a flare that disrupts the guidance systems of incoming missiles and point-defense (PD) weapons. The flare tracks missiles, and any missile impacting the flare will be destroyed.",Defensive,Launches a flare to confuse the guidance systems of nearby enemy missiles. The flare is fast and actively tracks missiles.,
,,,,,
kyeltziv_microburst_drive,SHIP_SYSTEM,Temporarily overclocks the craft's drives to enhance speed and maneuverability.,Movement,Temporarily overclocks the craft's drives to enhance speed and maneuverability.,
kyeltziv_mainburn,SHIP_SYSTEM,"Temporarily activates a burst mode on the ship's travel drive, providing a speed boost for a limited time at the expense of reduced maneuverability and the inability to use shields. The ship also risks a complete engine flameout if a significant collision occurs.",Movement,Provides a speed boost at the expense of a reduced turn rate and the inability to use shields. Collisions can cause a flameout while the system is active.,
kyeltziv_kiusa_16,SHIP_SYSTEM,"Deploys a swarm of sixteen drones, each armed with a light PD rifle.",Drones,"Deploys a swarm of sixteen drones, each armed with a light PD rifle.",
kyeltziv_vartija_2,SHIP_SYSTEM,"Deploys a pair of combat drones, each armed with a Shock Springald and a light PD autogun. Their on-board electronic warfare systems also increase the fleet's ECM rating while deployed.",Drones,"Deploys a pair of combat drones, each armed with a Shock Springald and a light PD autogun. These drones also increase the fleet's ECM rating while deployed.",
kyeltziv_drone_station,SHIP_SYSTEM,"Deploys a quartet of defensive drone platforms, each equipped with an array of point-defense weaponry.",Drones,"Deploys a quartet of defensive drone platforms, each equipped with an array of point-defense weaponry.",
kyeltziv_disjunction,SHIP_SYSTEM,"The ship can instantly teleport to any desired nearby location. When used, it triggers a flux-phase shunt that immediately dissipates 40% of the vessel's current soft flux but generates hard flux equivalent to 10% of the dissipated flux. It also stores multiple charges.",Movement,"The ship instantly teleports to any desired nearby location. Upon activation, it triggers a flux-phase shunt that instantly dissipates 40% of the vessel's current soft flux, but generates hard flux proportional to 10% of the dissipated flux. The system stores multiple charges.",
kyeltziv_VariableBooster,SHIP_SYSTEM,"A modular system that enhances weapon performance, with applied bonuses varying based on the installed Loader Refit hull modification. It stores multiple charges.",Offensive,"A modular system that offers a temporary enhancement to weapon performance, with applied bonuses varying based on the installed Loader Refit hullmod. It stores multiple charges.",
kyeltziv_MonoBooster,SHIP_SYSTEM,A basic system that slightly enhances the performance of ballistic and energy weapons while active. It stores multiple charges.,Offensive,"A basic system that reduces weapon recoil and flux costs while active, and stores multiple charges.",
,,,,,
kyeltziv_targetingDrone_1,SHIP_SYSTEM,"Deploys a drone equipped with on-board sensors that scan hostile targets for weak spots, thereby increasing the ship's hit strength against armor while deployed. The drone is also armed with a light PD autogun.",Drone,Deploy a drone that increases the ship's hit strength against armor while active. The drone is also equipped with a light PD autogun.,
kyeltziv_spotterDrone_1,SHIP_SYSTEM,Deploy a drone equipped with on-board sensors that enhance the ship's weapon and sensor ranges while it is deployed. The drone is also armed with a light PD autogun.,Drone,"Deploys a drone that enhances the ship's weapon and sensor range while active. Additionally, the drone is equipped with a light PD autogun for defense.",
kyeltziv_piperDrone_1,SHIP_SYSTEM,Deploy a drone whose on-board electronic warfare systems increase the fleet's ECM rating while it is deployed. The drone is also equipped with an active flare launcher for anti-missile defense.,Drone,"Deploys a drone that enhances the fleet's ECM rating while active. Additionally, the drone is equipped with an anti-missile flare launcher.",
kyeltziv_kutittaa_1,SHIP_SYSTEM,Deploy a drone armed with several light shock weapons. The drone can be commanded to either closely guard the ship or attack nearby vessels.,Drone,Deploy a drone armed with multiple light shock weapons.,
kyeltziv_displacer,SHIP_SYSTEM,"Teleports the ship forward in its current direction. The system gradually builds up to two charges, which can then be quickly expended. It has a longer range than a standard phase skimmer, but in exchange, it can store only two charges and has a slower recharge rate.",Movement,The system teleports the ship forward in its current direction. It can store up to two charges simultaneously.,
kyeltziv_navDrone_1,SHIP_SYSTEM,"Deploys a drone that acts as a navigation relay, increasing the navigation rating of your fleet. The drone is also armed with a light shock weapon.",Drone,"Deploys a drone that enhances the navigation rating of your fleet. Additionally, the drone is equipped with a light shock weapon.",
kyeltziv_vartio_2,SHIP_SYSTEM,"Deploys a pair of combat drones, each armed with a Shock Springald and a light PD autogun.",Drones,"Deploys a pair of combat drones, each armed with a Shock Springald and a light PD autogun.",
kyeltziv_symDrone_2_r,SHIP_SYSTEM,"Deploys a pair of drones equipped with on-board sensors that enhance the ship's weapon range, weapon performance, and sensor range while deployed. Each drone is also armed with a light PD rifle.

The drones scan for vulnerabilities in armor and detect shield fluctuations, enabling weapons to deliver increased damage to hostile vessels.",Drones,"Deploys a pair of drones that enhance the ship's weapon range, weapon performance, and sensor range while activated. Each drone is also equipped with a light PD rifle.",
kyeltziv_expPdDrone_1_o,SHIP_SYSTEM,Deploys a drone equipped with a pair of light PD autoguns. The drone can be commanded to closely guard the ship or roam more freely.,Drone,Deploys a drone equipped with a pair of light PD autoguns.,
kyeltziv_salpa_12,SHIP_SYSTEM,"Deploys a swarm of twelve drones, each armed with a light PD rifle.",Drones,"Deploys a swarm of twelve drones, each armed with a light PD rifle.",
kyeltziv_infernium_pulse,SHIP_SYSTEM,"Injecting a minute quantity of destabilized AM fuel into the engine's afterburners provides a brief yet unstable boost, propelling the ship forward at extreme velocity.",Movement,"Injects a minute quantity of destabilized AM fuel into the engine's afterburners providing a brief but powerful boost, propelling the ship forward at extreme velocity.",
,,,,,
kyeltziv_targetingDrone_2,SHIP_SYSTEM,"Deploys a pair of drones equipped with on-board sensors that scan hostile targets for weak spots, thereby increasing the ship's hit strength against armor while deployed. Each drone is also armed with a light point-defense (PD) autogun.",Drones,Deploys a pair of drones that increase the ship's hit strength against armor while deployed. Each drone is also armed with a light PD autogun.,
kyeltziv_piperDrone_2,SHIP_SYSTEM,Deploy a pair of drones equipped with on-board Electronic Warfare systems that enhance the fleet's ECM rating while they are deployed. Each drone is also fitted with an anti-missile active flare launcher.,Drones,Deploys a pair of drones that increase the fleet's ECM rating while deployed. Each drone is also equipped with an anti-missile active flare launcher.,
kyeltziv_loinen_4,SHIP_SYSTEM,Deploy four drones equipped with light galvanic weaponry. These drones can be commanded to either closely guard the ship or attack nearby vessels.,Drones,Deploy four drones armed with light galvanic weaponry.,
kyeltziv_raataja,SHIP_SYSTEM,Deploy four drones armed with cutting lasers. The drones can be commanded to closely guard the ship or attack nearby vessels.,Drones,Deploys four drones equipped with cutting lasers.,
kyeltziv_expPdDrone_2_p,SHIP_SYSTEM,"Deploys a pair of drones, each armed with a pair of light PD autoguns. The drones can be commanded to closely guard the ship or roam more freely.",Drones,"Deploys two drones, each armed with a pair of light PD autoguns.",
kyeltziv_spotterDrone_2,SHIP_SYSTEM,Deploys a pair of drones equipped with on-board sensors that enhance the ship's weapon and sensor range. Each drone is also armed with a light PD autogun.,Drones,Deploys a pair of drones that enhance the ship's weapon and sensor range while in operation. Each drone is also equipped with a light PD autogun.,
kyeltziv_navDrone_2,SHIP_SYSTEM,"Deploys a pair of drones that act as navigation relays, increasing the navigation rating of your fleet. Each drone is also equipped with a light shock weapon.",Drones,Deploys a pair of drones that enhance the navigation rating of your fleet. Each drone is also equipped with a light shock weapon.,
kyeltziv_tuike_2,SHIP_SYSTEM,"Deploys a pair of drones equipped with on-board sensors that scan hostile targets for weak spots, enhancing the ship's hit strength against armor while deployed. Each drone is also armed with a Tactical Laser and a Light PD Ion weapon.",Drones,Deploys a pair of drones that enhance the ship's hit-strength against armor while deployed. Each drone is also equipped with a Tactical Laser and a Light PD Ion weapon.,
kyeltziv_mine_strike,SHIP_SYSTEM,Teleports a shock mine to the target area. The mine will slowly track nearby enemy ships and explode a few seconds after its proximity trigger is activated. Can be used while phased.,Offensive,Teleports a shock proximity mine to the target area. Can be used while phased.,
kyeltziv_symDrone_4,SHIP_SYSTEM,"Deploys four drones equipped with on-board sensors that enhance the ship's weapon range, weapon performance, and sensor range while deployed. Each drone is also armed with a light PD rifle.

The drones scan for vulnerabilities in armor and detect shield fluctuations, enabling weapons to inflict greater damage on hostile vessels.",Drones,"Deploys four drones that enhance the ship's weapon range, weapon performance, and sensor range while they are active. Each drone is also equipped with a light PD rifle.",
kyeltziv_suojus_2,SHIP_SYSTEM,"Deploys two combat drones, each armed with a Shock Springald and an ESP beam.",Drones,"Deploys two combat drones, each armed with a Shock Springald and an ESP beam.",
kyeltziv_railDrones,SHIP_SYSTEM,Deploys four drones equipped with light railguns. The drones can be commanded to closely guard the ship or to attack nearby vessels.,Drones,Deploys four drones equipped with light railguns.,
kyeltziv_drone_strike,SHIP_SYSTEM,Teleports a Kohta Drone Platform to the target area. The platform is armed with a PD beam and a pair of light PD ion weapons.,Drone,Teleports a Kohta Drone Platform to the target area. The platform is armed with a PD beam and a pair of light PD ion weapons.,
kyeltziv_linnake_deploy,SHIP_SYSTEM,Deploys a Linnake Gun Platform that provides supportive fire; the armament of the deployed platform is altered based on installed customization packages.,Drone,Deploys a Linnake Gun Platform that provides support fire. The armament of the deployed platform is altered based on installed customization packages.,
kyeltziv_canister_flak,SHIP_SYSTEM,Fires numerous flak canisters with variable-timed proximity fuses surrounding the entire ship.,Defensive,Fires a large number of flak canisters equipped with variable-timed proximity fuses around the ship. Each canister inflicts 200 high-explosive damage within a designated area and is precisely targeted to avoid friendly fire.,200 High Explosive
,,,,,
kyeltziv_hPiperDrone_2,SHIP_SYSTEM,"Deploys a pair of drones equipped with on-board Electronic Warfare systems, thereby enhancing the fleet's ECM rating while they are active. Each drone also features an anti-missile active flare launcher and a light PD autogun.",Drones,Deploy a pair of drones that increase the fleet's ECM rating while active. Each drone also mounts an anti-missile active flare launcher and a light PD autogun.,
kyeltziv_lakeija_4,SHIP_SYSTEM,Deploy four drones equipped with light galvanic weaponry and light kinetic rockets. These drones can be commanded to either closely guard the ship or attack nearby vessels.,Drones,Deploys four drones equipped with light galvanic weaponry and light kinetic rockets.,
kyeltziv_hTargetingDrone_2,SHIP_SYSTEM,"Deploys a pair of drones equipped with on-board sensors that scan hostile targets for weak spots, increasing the ship's hit strength against armor while active. Each drone is also armed with a light PD autogun.",Drones,Deploys a pair of drones that increase the ship's hit strength against armor while they are active. Each drone is also armed with a light PD autogun.,
kyeltziv_hSpotterDrone_2,SHIP_SYSTEM,"Deploy a pair of drones equipped with onboard sensors that enhance the ship's weapon and sensor range. Additionally, each drone is armed with a light PD autogun.",Drones,Deploys a pair of drones that enhance the ship's weapon and sensor range while deployed. Each drone is also equipped with a light PD autogun.,
kyeltziv_hSymDrone_4,SHIP_SYSTEM,"Deploys four drones equipped with on-board sensors that enhance the ship's weapon range, weapon performance, and sensor range while deployed. Each drone is also armed with a light PD beam.

The drones scan for vulnerabilities in armor and detect shield fluctuations, enabling weapons to deliver increased damage to hostile vessels.",Drones,"Deploy four drones that enhance the ship's weapon range, weapon performance, and sensor range while deployed. Each drone is also equipped with a light PD beam.",
kyeltziv_hExpPdDrone_2,SHIP_SYSTEM,"Deploys a pair of drones, each equipped with a flare launcher and a pair of light PD autoguns. The drones can be commanded to closely guard the ship or roam more freely.",Drones,"Deploys a pair of drones, each equipped with a flare launcher and a set of light PD autoguns.",
,,,,,
kyeltziv_hPiperDrone_4,SHIP_SYSTEM,"Deploys four drones equipped with on-board Electronic Warfare systems, which enhance the fleet's ECM rating while they are deployed. Each drone is also fitted with an anti-missile active flare launcher and a light PD autogun.",Drones,Deploys four drones that increase the fleet's ECM rating while deployed. Each drone is also equipped with an anti-missile active flare launcher and a light PD autogun.,
kyeltziv_sorkkia_4,SHIP_SYSTEM,Deploy four drones armed with light fusion weaponry and light pulse rockets. The drones can be commanded to closely guard the ship or attack nearby vessels.,Drones,Deploy four drones armed with light fusion weaponry and light pulse rockets.,
,,,,,
,,,,,
,,,,,
,,,,,
kyeltziv,FACTION,"Born from Kyeltziv Technologies, a megacorporation specializing in light drone craft and semi-exotic weapons systems, the Kyeltziv Technocracy emerged in the Persean sector after the fall of the gate system left one of its branches stranded. Following some internal strife, they rebranded and sought to establish a foothold in the sector. Initially, the Kyeltziv Technocracy constructed outposts on numerous promising worlds with the intent of starting colonization. However, all of these outposts were either abandoned or destroyed during the first AI war, leading the Technocracy to adopt a more inward-focused approach.

After restructuring into the Kyeltziv Technocracy, the organization's charter was completely rewritten and classified to outsiders. The few leaked details suggest they may have plans that breach several Domain regulations, but with the fragmentary information available, it's hard to determine the truth.",,,
kyeltziv_planet_puotila,CUSTOM,"A small volcanic world, overlooked for colonization due to the cost of settling on such a hazardous planet when there are far more accessible alternatives available in the system.",,,
kyeltziv_planet_yasenevo,CUSTOM,"A world that would otherwise be unremarkable, save for the deployment of thermonuclear warheads to access more valuable ore deposits, has resulted in a vast cloud of asteroids choking the area around its orbit.",,,
kyeltziv_planet_kuzminki,CUSTOM,"Rather unremarkable for a gas giant, Kuzminki provides the Kyeltziv Technocracy with modest fuel extraction. However, logistical issues have prevented it from developing to a scale that would enable the Technocracy to compete in terms of output with other polities in the sector.",,,
kyeltziv_planet_kurskaya,CUSTOM,"Home of the Kyeltziv Technocracy, Kurskaya boasts formidable defenses. Its highly dense field of stealth mines makes approaching from any path other than the designated landing corridors a suicidal venture.",,,
kyeltziv_station_solntsevo,CUSTOM,"Initially, Solntsevo was slated to be developed as a mining facility to exploit the system's asteroid ring. However, after successful deep-crust mining operations on Yasenevo, that development was halted. The internal facilities were then converted to enable the station to function as a waystation for military patrols, while still maintaining a modest industrial capacity.",,,
kyeltziv_planet_rastila,CUSTOM,"Initially, the planet was no different from any other airless, rocky planet. That changed when Pather terrorists attempted to establish an observation post there. The outpost, along with the rest of the planet, was subjected to intense bombardment by some form of radiative weapon. This assault led to the total destruction of the Pather outpost and transformed the planet into a nearly uninhabitable wasteland.",,,
kyeltziv_planet_kontula,CUSTOM,"A small frozen rock on the outskirts of the Koltsevaya system, the threat of Kyeltziv bombardment has deterred any consideration by other polities to set up even listening outposts on what would otherwise be prime real estate for such purposes.",,,
,,,,,
